Ticker,symbol,Market Cap,Trailing P/E,P/B Ratio,Trailing EPS,Forward P/E,Forward EPS,Dividend Yield %,Beta,Trailing P/E Graham Status,P/B Ratio Graham Status,Combined P/E x P/B Graham Status,Trailing P/E Sector Status,Forward P/E Sector Status,P/B Ratio Sector Status,sector
HVT-A,HVT-A,496769920.0,9.654762,1.698696,3.36,,,3.45,1.449,Undervalued,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Consumer Cyclical
GDHG,GDHG,11540250.0,1.7153847,0.18898307,0.13,,,,,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Consumer Cyclical
APTV,APTV,19616528384.0,6.9239655,1.738269,10.39,10.047486,7.16,,1.904,Undervalued,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Consumer Cyclical
BZH,BZH,833100800.0,5.2193675,0.7140347,5.06,4.8817005,5.41,,2.232,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Cyclical
AN,AN,6444439552.0,6.8015842,2.9113781,22.73,7.668651,20.16,,1.221,Undervalued,Overvalued,Undervalued,Undervalued,Undervalued,Overvalued,Consumer Cyclical
GES,GES,1352076800.0,8.184466,1.957279,3.09,7.9031253,3.2,4.7399998,1.999,Undervalued,Fair Value,Undervalued,Undervalued,Undervalued,Fair Value,Consumer Cyclical
GRBK,GRBK,2396054784.0,8.677525,1.9135869,6.14,7.1902833,7.41,,1.718,Undervalued,Fair Value,Undervalued,Undervalued,Undervalued,Fair Value,Consumer Cyclical
LGIH,LGIH,2242898944.0,11.2980995,1.2086599,8.42,8.0550375,11.81,,1.817,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Cyclical
F,F,48041185280.0,11.194444,1.1231884,1.08,6.5351353,1.85,4.96,1.626,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Cyclical
GM,GM,49247981568.0,5.8278685,0.7963115,7.32,4.596983,9.28,1.13,1.511,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Cyclical
FGI,FGI,12411893.0,18.571428,0.51322544,0.07,5.2,0.25,,1.344,Fair Value,Undervalued,Undervalued,Fair Value,Undervalued,Undervalued,Consumer Cyclical
GHG,GHG,298096992.0,6.6304545,0.2075112,0.44,6.207234,0.47,,0.678,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Cyclical
JOUT,JOUT,438188448.0,24.918129,0.86115605,1.71,10.145239,4.2,3.09,0.728,Overvalued,Undervalued,Undervalued,Overvalued,Fair Value,Undervalued,Consumer Cyclical
JD,JD,39740145664.0,11.933333,0.16958214,2.1,7.0393257,3.56,3.0299999,0.543,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Cyclical
ASO,ASO,4415960576.0,8.858209,2.2575123,6.7,7.788714,7.62,0.74,1.352,Undervalued,Overvalued,Undervalued,Undervalued,Undervalued,Overvalued,Consumer Cyclical
MLR,MLR,577773888.0,9.956607,1.6606355,5.07,,,1.50999995,1.05,Undervalued,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Consumer Cyclical
AMWD,AMWD,1465690240.0,12.741047,1.6307318,7.26,10.164835,9.1,,1.727,Undervalued,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Consumer Cyclical
OLPX,OLPX,911846080.0,15.333333,1.0789679,0.09,8.117647,0.17,,2.28,Fair Value,Undervalued,Undervalued,Fair Value,Undervalued,Undervalued,Consumer Cyclical
SBH,SBH,1085549440.0,6.550633,2.0046484,1.58,5.201005,1.99,,1.475,Undervalued,Overvalued,Undervalued,Undervalued,Undervalued,Fair Value,Consumer Cyclical
BWMX,BWMX,695952704.0,11.035502,0.47119755,1.69,7.706611,2.42,5.83,0.971,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Cyclical
LZB,LZB,1400717312.0,12.166666,1.4309984,2.7,11.023489,2.98,2.4400001000000002,1.185,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Consumer Cyclical
GEF,GEF,2997881600.0,10.884083,1.4877616,5.78,11.914772,5.28,3.3099998,0.895,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Consumer Cyclical
VRA,VRA,196436368.0,25.52,0.7562826,0.25,9.114286,0.7,,1.912,Overvalued,Undervalued,Undervalued,Overvalued,Fair Value,Undervalued,Consumer Cyclical
CAAS,CAAS,105043216.0,2.7839198,0.3049601,1.25,5.4373436,0.64,,2.482,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Cyclical
VC,VC,2955336192.0,6.3049855,2.8687322,17.05,10.296935,10.44,,1.669,Undervalued,Overvalued,Undervalued,Undervalued,Fair Value,Overvalued,Consumer Cyclical
HMC,HMC,56686120960.0,9.418231,0.01413264,3.73,11.442997,3.07,2.9000001,0.61,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Consumer Cyclical
MDC,MDC,4725002752.0,11.901701,1.3915964,5.29,11.2228155,5.61,3.4099999999999997,1.542,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Consumer Cyclical
MCFT,MCFT,358731808.0,6.267857,1.8574704,3.36,9.038627,2.33,,1.634,Undervalued,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Consumer Cyclical
LAKE,LAKE,117136792.0,22.069445,0.94797766,0.72,10.809524,1.47,0.76,0.461,Overvalued,Undervalued,Undervalued,Overvalued,Fair Value,Undervalued,Consumer Cyclical
STLA,STLA,79893053440.0,4.0822783,0.9547776,6.32,6.3546796,4.06,6.45,1.319,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Cyclical
LEGH,LEGH,486075904.0,9.179723,1.1128492,2.17,10.321244,1.93,,0.936,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Consumer Cyclical
BH-A,BH-A,600913664.0,5.035208,0.9880226,189.5,,,,1.548,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Consumer Cyclical
URBN,URBN,3534647040.0,12.465574,1.6698877,3.05,9.773779,3.89,,1.546,Undervalued,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Consumer Cyclical
BABA,BABA,170200629248.0,13.011215,0.1722014,5.35,8.247631,8.44,1.4400001,0.46,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Consumer Cyclical
KBH,KBH,4693836800.0,8.423706,1.2089158,7.34,7.4047904,8.35,1.2899999500000001,1.729,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Cyclical
LI,LI,28472784896.0,18.568628,0.46898988,1.53,11.097656,2.56,,1.032,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Undervalued,Consumer Cyclical
KXIN,KXIN,3356640.0,0.021283783,0.06799784,5.92,,,,0.604,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Consumer Cyclical
PHM,PHM,22546178048.0,9.117747,2.1875577,11.72,8.264501,12.93,0.75,1.561,Undervalued,Overvalued,Undervalued,Undervalued,Fair Value,Overvalued,Consumer Cyclical
LOCO,LOCO,264652496.0,11.432432,1.058029,0.74,11.915493,0.71,,1.354,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Consumer Cyclical
MBC,MBC,2155240704.0,12.1214285,1.8024428,1.4,10.6729555,1.59,,,Undervalued,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Consumer Cyclical
MED,MED,351383104.0,3.5439558,1.7257986,9.1,10.303514,3.13,20.47,1.147,Undervalued,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Consumer Cyclical
FLXS,FLXS,198540976.0,13.432056,1.3866906,2.87,12.639344,3.05,1.55,0.564,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Fair Value,Consumer Cyclical
MPX,MPX,376309472.0,8.966942,2.4670308,1.21,11.421053,0.95,5.1599998000000005,1.246,Undervalued,Overvalued,Undervalued,Undervalued,Fair Value,Overvalued,Consumer Cyclical
GTIM,GTIM,27640288.0,2.7444446,0.8818279,0.9,123.50001,0.02,,1.824,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Consumer Cyclical
LEA,LEA,7517108224.0,13.649431,1.5289539,9.67,7.4318695,17.76,2.33,1.543,Undervalued,Fair Value,Undervalued,Undervalued,Undervalued,Fair Value,Consumer Cyclical
CRWS,CRWS,53867104.0,11.434999,1.0515994,0.46,6.921184,0.76,6.08,0.787,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Cyclical
AREB,AREB,1793375.0,0.00040450928,0.13707866,754.0,10.166667,0.03,,1.316,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Consumer Cyclical
SCVL,SCVL,883970368.0,12.156716,1.5150671,2.68,10.647059,3.06,1.66,1.554,Undervalued,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Consumer Cyclical
FOXF,FOXF,1756600704.0,14.677194,1.4364206,2.85,10.808786,3.87,,1.63,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Fair Value,Consumer Cyclical
MTH,MTH,5523756544.0,7.63504,1.2012194,19.92,7.8356514,19.41,1.97,1.756,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Cyclical
ADNT,ADNT,2613282560.0,12.843049,1.1436785,2.23,7.250633,3.95,,2.399,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Cyclical
CVGI,CVGI,214915856.0,4.3129253,1.1433724,1.47,5.4655175,1.16,,2.71,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Cyclical
TCOM,TCOM,31467927552.0,23.857843,0.25972706,2.04,15.801948,3.08,,0.558,Overvalued,Undervalued,Undervalued,Overvalued,Overvalued,Undervalued,Consumer Cyclical
LEN,LEN,42011070464.0,10.714888,1.5937412,14.24,9.337821,16.34,1.3099999,1.526,Undervalued,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Consumer Cyclical
VNCE,VNCE,36882964.0,1.9407896,0.7174125,1.52,-8.428572,-0.35,,1.734,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Cyclical
ABG,ABG,4365242368.0,7.5295753,1.3563571,28.74,6.6955442,32.32,,1.164,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Cyclical
MHO,MHO,3134009088.0,6.965454,1.2453675,16.21,6.5002875,17.37,,2.144,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Cyclical
CYD,CYD,341166816.0,8.608248,0.037869856,0.97,6.4230776,1.3,3.35,1.058,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Cyclical
TPH,TPH,3357093632.0,10.139131,1.109842,3.45,7.8080354,4.48,,1.546,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Cyclical
TOL,TOL,11910797312.0,8.8567,1.6991618,12.91,8.339897,13.71,0.8,1.656,Undervalued,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Consumer Cyclical
SIG,SIG,4300353536.0,6.437708,1.971397,15.01,7.8817286,12.26,1.2,2.182,Undervalued,Fair Value,Undervalued,Undervalued,Undervalued,Fair Value,Consumer Cyclical
WEYS,WEYS,266393424.0,8.839117,1.0804349,3.17,19.324137,1.45,3.5999999999999996,0.813,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Consumer Cyclical
PVH,PVH,6207325696.0,10.0,1.2114525,10.76,8.492502,12.67,0.13999999999999999,2.202,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Consumer Cyclical
SMP,SMP,701836800.0,11.235088,1.1050525,2.85,9.122507,3.51,3.6199997999999995,0.611,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Consumer Cyclical
UAA,UAA,2811368960.0,7.4157305,1.3218505,0.89,10.999999,0.6,,1.64,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Consumer Cyclical
CCS,CCS,2561295104.0,10.011179,1.0728024,8.05,7.056917,11.42,1.2899999500000001,1.718,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Consumer Cyclical
GDEN,GDEN,985413760.0,4.0962696,1.8147892,8.31,21.012346,1.62,0.73,2.252,Undervalued,Fair Value,Undervalued,Undervalued,Overvalued,Fair Value,Consumer Cyclical
LSEA,LSEA,407405440.0,15.080001,0.63265646,0.75,8.136691,1.39,,1.055,Fair Value,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Real Estate
RITM,RITM,5099916288.0,9.581818,0.8857887,1.1,5.7912087,1.82,9.49,1.798,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Real Estate
KIM,KIM,11871482880.0,17.264708,1.1459622,1.02,23.480001,0.75,5.45,1.451,Fair Value,Undervalued,Undervalued,Undervalued,Overvalued,Fair Value,Real Estate
SELF,SELF,46702580.0,16.115385,0.9685621,0.26,18.217392,0.23,6.92,0.231,Fair Value,Undervalued,Undervalued,Undervalued,Overvalued,Fair Value,Real Estate
NXDT,NXDT,236755328.0,6.20202,0.26631966,0.99,,,9.770001,1.063,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Real Estate
BEKE,BEKE,15985937408.0,20.15625,0.20573834,0.64,10.661157,1.21,2.7199999999999998,-0.735,Overvalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Real Estate
HIW,HIW,2560707840.0,17.03597,1.0410621,1.39,57.7561,0.41,8.450000000000001,1.236,Fair Value,Undervalued,Undervalued,Undervalued,Overvalued,Fair Value,Real Estate
EFC,EFC,938174272.0,12.393258,0.7881949,0.89,6.450292,1.71,14.140001,1.927,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Real Estate
SITC,SITC,2830734080.0,11.157024,1.4106584,1.21,96.42857,0.14,3.85,1.608,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Overvalued,Real Estate
AIRC,AIRC,5557483008.0,8.969555,2.362156,4.27,212.77777,0.18,4.7,0.9,Undervalued,Overvalued,Undervalued,Undervalued,Overvalued,Overvalued,Real Estate
EARN,EARN,129818384.0,21.129032,0.8943201,0.31,6.179246,1.06,14.66,1.895,Overvalued,Undervalued,Undervalued,Fair Value,Undervalued,Undervalued,Real Estate
TCI,TCI,282592160.0,47.405796,0.342119,0.69,,,,0.53,Overvalued,Undervalued,Undervalued,Overvalued,Fair Value,Undervalued,Real Estate
MFA,MFA,1044298816.0,22.733334,0.5488197,0.45,6.2,1.65,13.69,2.14,Overvalued,Undervalued,Undervalued,Fair Value,Undervalued,Undervalued,Real Estate
RMR,RMR,388477280.0,6.6810346,1.6123439,3.48,10.472973,2.22,7.75,1.348,Undervalued,Fair Value,Undervalued,Undervalued,Undervalued,Overvalued,Real Estate
SHO,SHO,2108232960.0,11.129032,1.1169869,0.93,28.75,0.36,3.09,1.218,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Fair Value,Real Estate
CIM,CIM,953379904.0,17.173912,0.37260637,0.23,6.370968,0.62,11.14,1.731,Fair Value,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Real Estate
ABR,ABR,2275255296.0,6.897143,0.91585094,1.75,7.0584793,1.71,14.249999999999998,1.95,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Real Estate
BNL,BNL,2748963328.0,17.301205,0.8835292,0.83,19.671232,0.73,7.9399999999999995,1.11,Fair Value,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Real Estate
ACR,ACR,104827496.0,38.97143,0.23354566,0.35,5.8042555,2.35,,1.993,Overvalued,Undervalued,Undervalued,Overvalued,Undervalued,Undervalued,Real Estate
LFT,LFT,124874160.0,8.24138,0.68071777,0.29,6.289474,0.38,11.72,1.11,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Real Estate
LTC,LTC,1349858560.0,14.49537,1.5284353,2.16,16.654255,1.88,7.28,0.874,Undervalued,Fair Value,Undervalued,Undervalued,Fair Value,Overvalued,Real Estate
KRC,KRC,3838765568.0,17.994444,0.69956803,1.8,20.630571,1.57,6.670000399999999,1.029,Fair Value,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Real Estate
HASI,HASI,2769410304.0,16.985916,1.2916355,1.42,9.067669,2.66,6.88,1.856,Fair Value,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Real Estate
EQC,EQC,1982543360.0,24.706667,0.87380934,0.75,-185.3,-0.1,,0.336,Overvalued,Undervalued,Undervalued,Fair Value,Undervalued,Undervalued,Real Estate
REFI,REFI,278053216.0,7.2417064,1.0228261,2.11,6.9140267,2.21,12.3100005,0.268,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Real Estate
SQFT,SQFT,13306696.0,0.6433567,0.18196201,1.43,-2.7058823,-0.34,9.790000000000001,1.555,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Real Estate
IIPR,IIPR,2676769280.0,16.376083,1.3713679,5.77,16.263338,5.81,7.7,1.515,Fair Value,Undervalued,Undervalued,Undervalued,Fair Value,Overvalued,Real Estate
LOAN,LOAN,57765436.0,10.520834,1.3455902,0.48,10.520834,0.48,9.0100005,0.56,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Real Estate
FBRT,FBRT,1002715648.0,8.598592,0.77701414,1.42,7.224852,1.69,11.63,1.355,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Real Estate
IRS,IRS,839817216.0,3.7085018,0.0086797085,2.47,-3.214035,-2.85,17.37,1.2,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Real Estate
FPI,FPI,513824064.0,19.64151,0.9616628,0.53,-260.25,-0.04,2.31,0.754,Fair Value,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Real Estate
AOMR,AOMR,271123136.0,8.044444,1.0586858,1.35,8.418605,1.29,11.790000000000001,1.351,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Real Estate
NREF,NREF,293531872.0,21.616667,0.62799597,0.6,6.862434,1.89,15.42,1.636,Overvalued,Undervalued,Undervalued,Fair Value,Undervalued,Undervalued,Real Estate
BPYPN,BPYPN,,5.6215844,0.49048433,2.196,,,11.64,1.543,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Real Estate
FPH,FPH,454764960.0,4.0263157,0.31240427,0.76,4.6363635,0.66,,1.411,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Real Estate
UE,UE,1994557184.0,7.568721,1.6329244,2.11,38.02381,0.42,4.2600001999999995,1.517,Undervalued,Fair Value,Undervalued,Undervalued,Overvalued,Overvalued,Real Estate
RC,RC,1448461952.0,3.71875,0.59090585,2.24,6.664,1.25,13.209999999999999,1.457,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Real Estate
OLP,OLP,452697408.0,15.434782,1.409849,1.38,42.6,0.5,8.450000000000001,1.358,Fair Value,Undervalued,Undervalued,Undervalued,Overvalued,Overvalued,Real Estate
APLE,APLE,3715164160.0,19.909092,1.1138561,0.77,18.25,0.84,6.260000000000001,1.105,Fair Value,Undervalued,Undervalued,Undervalued,Overvalued,Fair Value,Real Estate
CHCI,CHCI,63936164.0,8.467533,1.6921879,0.77,,,,0.856,Undervalued,Fair Value,Undervalued,Undervalued,Fair Value,Overvalued,Real Estate
LRE,LRE,48292324.0,13.615385,0.0129031325,0.26,,,,,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Real Estate
SEVN,SEVN,186318608.0,7.0674157,0.6869437,1.78,8.386666,1.5,11.129999999999999,0.521,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Real Estate
GYRO,GYRO,17220598.0,46.058823,0.22671339,0.17,,,,0.522,Overvalued,Undervalued,Undervalued,Overvalued,Fair Value,Undervalued,Real Estate
AFCG,AFCG,238085008.0,11.294118,0.7363375,1.02,5.433963,2.12,16.700001,1.096,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Real Estate
PMT,PMT,1149797760.0,8.141105,0.8120182,1.63,9.279721,1.43,12.060001,1.432,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Real Estate
STWD,STWD,6110964736.0,17.644857,0.9464608,1.07,9.535353,1.98,10.17,1.688,Fair Value,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Real Estate
VICI,VICI,28321249280.0,10.991902,1.1208818,2.47,10.0929365,2.69,6.1100002,0.916,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Real Estate
TCN,TCN,2987915520.0,26.707317,0.7726503,0.41,15.208332,0.72,2.12,1.474,Overvalued,Undervalued,Undervalued,Fair Value,Fair Value,Undervalued,Real Estate
BXMT,BXMT,3169550592.0,12.7622385,0.73284346,1.43,7.900433,2.31,13.59,1.452,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Real Estate
FOR,FOR,1803870208.0,9.847411,1.2812421,3.67,8.708433,4.15,,1.703,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Real Estate
LADR,LADR,1299090432.0,12.666667,0.84933776,0.81,7.6567163,1.34,8.9700006,1.961,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Real Estate
WPC,WPC,11667695616.0,16.256098,1.3401026,3.28,21.328,2.5,6.4899996,0.874,Fair Value,Undervalued,Undervalued,Undervalued,Overvalued,Fair Value,Real Estate
WKC,WKC,1469263488.0,28.54651,0.7555706,0.86,8.494809,2.89,2.77,1.262,Overvalued,Undervalued,Undervalued,Overvalued,Fair Value,Undervalued,Energy
CIVI,CIVI,7472523264.0,8.2006645,1.1221688,9.02,5.333093,13.87,7.84,1.562,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Energy
NOG,NOG,4320641024.0,4.2632103,2.0937178,10.03,7.0328946,6.08,3.74,1.884,Undervalued,Overvalued,Undervalued,Undervalued,Undervalued,Overvalued,Energy
CPG,CPG,5310360064.0,8.056604,0.77089727,1.06,6.014085,1.42,3.9800000000000004,2.862,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Energy
EPSN,EPSN,118377720.0,17.419355,1.1889037,0.31,9.152543,0.59,4.5700002,0.384,Fair Value,Undervalued,Undervalued,Overvalued,Fair Value,Fair Value,Energy
PHX,PHX,120990952.0,8.282052,0.94334114,0.39,9.787878,0.33,3.7199999999999998,0.597,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Energy
VAL,VAL,5018750976.0,6.02172,2.5246785,11.51,7.0508647,9.83,,1.136,Undervalued,Overvalued,Undervalued,Undervalued,Undervalued,Overvalued,Energy
EQT,EQT,15954100224.0,8.578199,1.0289061,4.22,8.681055,4.17,1.7399999999999998,1.138,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Energy
PUMP,PUMP,878822400.0,10.75,0.89593154,0.76,12.968254,0.63,,2.153,Undervalued,Undervalued,Undervalued,Fair Value,Overvalued,Undervalued,Energy
EE,EE,1639434880.0,13.63964,0.7866978,1.11,15.29293,0.99,0.66000004,1.407,Undervalued,Undervalued,Undervalued,Overvalued,Overvalued,Undervalued,Energy
HP,HP,4071655936.0,9.832935,1.4723752,4.19,10.274314,4.01,4.0799997999999995,1.509,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Fair Value,Energy
INSW,INSW,2566915072.0,4.663111,1.4950553,11.25,5.256513,9.98,0.91,-0.05,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Energy
NFG,NFG,4765760512.0,10.844864,1.5012914,4.77,8.172196,6.33,3.83,0.65,Undervalued,Fair Value,Undervalued,Fair Value,Fair Value,Fair Value,Energy
MUR,MUR,7010867200.0,10.8628845,1.3087811,4.23,7.545156,6.09,2.6099999,2.239,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Fair Value,Energy
VTLE,VTLE,2017132288.0,1.645335,0.6678968,33.44,5.180791,10.62,,3.281,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Energy
SWN,SWN,8007613952.0,5.1560283,1.3598952,1.41,5.635659,1.29,,1.159,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Energy
PFIE,PFIE,84769560.0,8.181818,1.4827018,0.22,9.999999,0.18,,0.547,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Energy
SOI,SOI,367209376.0,10.692308,1.1728308,0.78,9.697675,0.86,5.7600003,1.296,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Undervalued,Energy
DINO,DINO,11346212864.0,6.9420986,1.131849,8.29,9.106012,6.32,3.2099999999999995,1.288,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Energy
AMPY,AMPY,282037440.0,0.73935616,0.71278405,9.63,9.012658,0.79,,2.083,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Energy
CRK,CRK,2664882176.0,12.0,1.0767413,0.76,7.3548384,1.24,6.800000000000001,0.737,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Undervalued,Energy
BOOM,BOOM,332905120.0,15.425925,0.803085,1.08,6.941666,2.4,,1.568,Fair Value,Undervalued,Undervalued,Overvalued,Undervalued,Undervalued,Energy
IMPP,IMPP,96297928.0,1.1331058,0.27320606,2.93,3.387755,0.98,,1.198,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Energy
BROG,BROG,130409728.0,1.7246377,0.9153847,0.69,,,,-0.375,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Undervalued,Energy
TGS,TGS,2899927808.0,260.5,0.013750161,0.06,9.955414,1.57,,0.628,Overvalued,Undervalued,Undervalued,Overvalued,Fair Value,Undervalued,Energy
PAA,PAA,12100485120.0,12.328572,1.4889579,1.4,12.328572,1.4,7.359999999999999,1.571,Undervalued,Undervalued,Undervalued,Fair Value,Overvalued,Fair Value,Energy
KLXE,KLXE,122605240.0,6.0081964,3.1164966,1.22,7.797872,0.94,,2.148,Undervalued,Overvalued,Undervalued,Undervalued,Fair Value,Overvalued,Energy
SD,SD,537961600.0,8.841463,1.1472427,1.64,13.302752,1.09,3.0299999,2.154,Undervalued,Undervalued,Undervalued,Undervalued,Overvalued,Undervalued,Energy
EURN,EURN,3196811520.0,3.872941,1.4120271,4.25,9.19553,1.79,19.259999999999998,-0.153,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Fair Value,Energy
TNK,TNK,1956658048.0,3.861373,1.2821487,14.86,4.7697425,12.03,1.7399999999999998,-0.29,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Energy
RES,RES,1658926336.0,8.555555,1.5925542,0.9,8.020833,0.96,2.08,1.638,Undervalued,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Energy
EC,EC,23796375552.0,4.581673,1.303855,2.51,5.5288463,2.08,27.82,0.756,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Fair Value,Energy
EQNR,EQNR,81281122304.0,7.066158,1.6864033,3.93,8.119883,3.42,4.5,0.348,Undervalued,Fair Value,Undervalued,Undervalued,Fair Value,Fair Value,Energy
TNP,TNP,747081792.0,2.215223,0.45205405,11.43,2.557576,9.9,2.3699999,-0.146,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Undervalued,Energy
